cliente_id,segmento,canal_principal,ciudad,categoria_favorita,fecha_primera_compra,fecha_ultima_compra,recencia_dias,frecuencia,valor_total_cop,ticket_promedio,duracion_relacion_dias,compras_ultimo_trim,compras_ultimo_anio,variacion_frecuencia,max_gap_entre_compras,tiene_descuentos,n_categorias_compradas,usa_app,nps_score,churn
CLI00379,Corporativo,Teléfono,Barranquilla,Deportes,2023-01-04,2024-12-04,87,22,16622617,755573,701,1,10,0.9415,133,1,1,0,9,0
CLI00380,Regular,App móvil,Bucaramanga,Belleza,2023-01-19,2025-01-11,49,9,1924092,213788,724,3,7,0.3729,315,0,4,0,6,0
CLI00381,Premium,Teléfono,Bogotá,Deportes,2023-01-01,2024-12-09,82,17,6110512,359441,709,1,6,0.7193,90,1,1,0,10,0
CLI00382,Ocasional,E-commerce,Pereira,Libros,2023-06-08,2024-12-11,80,2,203752,101876,553,1,1,0.1085,552,0,1,1,6,0
CLI00383,Ocasional,E-commerce,Cali,Belleza,2023-04-26,2023-05-20,651,2,174096,87048,25,0,0,2.0,24,0,1,0,3,1
CLI00384,Online,Tienda física,Medellín,Ropa,2023-04-14,2025-01-04,56,13,2297899,176761,632,1,7,0.6171,122,0,3,1,9,0
CLI00385,Ocasional,App móvil,Barranquilla,Tecnología,2023-10-27,2024-02-27,368,2,235325,117662,124,0,0,0.4839,123,1,2,0,4,1
CLI00386,Corporativo,Tienda física,Montería,Ropa,2023-01-25,2025-01-31,29,25,19740413,789616,738,2,11,1.0163,103,1,4,0,6,0
CLI00387,Regular,E-commerce,Medellín,Hogar,2023-04-04,2025-01-16,44,8,1787164,223395,654,1,4,0.367,289,0,4,0,6,0
CLI00388,Regular,Teléfono,Ibagué,Ropa,2023-01-13,2024-03-27,339,11,2209612,200873,440,0,1,0.75,137,0,2,0,8,1
CLI00389,Ocasional,Tienda física,Pereira,Belleza,2025-01-06,2025-01-06,54,1,56370,56370,1,1,1,1.0,54,0,1,1,8,0
CLI00390,Corporativo,Teléfono,Cali,Libros,2023-01-07,2025-02-16,13,29,20852449,719049,772,3,12,1.1269,66,0,2,0,8,0
CLI00391,Online,Teléfono,Montería,Belleza,2023-01-11,2024-12-31,60,11,1730833,157348,721,1,4,0.4577,231,0,2,0,4,0
CLI00392,Regular,App móvil,Cartagena,Ropa,2023-01-03,2024-05-03,302,9,1687074,187452,487,0,3,0.5544,259,0,1,0,7,1
CLI00393,Regular,E-commerce,Barranquilla,Calzado,2023-01-18,2025-02-11,18,7,997594,142513,756,1,3,0.2778,244,1,3,0,8,0
CLI00394,Corporativo,Tienda física,Cali,Hogar,2023-02-27,2025-02-22,7,31,24663138,795585,727,4,14,1.2792,90,1,2,0,9,0
CLI00395,Regular,Tienda física,Bogotá,Libros,2023-02-24,2025-01-22,38,12,2364483,197040,699,1,4,0.515,135,0,3,1,7,0
CLI00396,Online,App móvil,Bogotá,Ropa,2023-01-27,2024-12-08,83,17,2807825,165166,682,1,4,0.7478,175,1,4,0,9,0
CLI00397,Corporativo,App móvil,Cartagena,Ropa,2023-02-11,2025-02-08,21,24,18867589,786149,729,2,14,0.9877,97,1,2,0,5,0
CLI00398,Regular,App móvil,Montería,Hogar,2023-01-01,2025-02-25,4,8,1150715,143839,787,1,4,0.305,275,0,2,0,9,0
CLI00399,Ocasional,Tienda física,Pereira,Tecnología,2023-01-29,2025-01-03,57,2,179356,89678,706,1,1,0.085,705,1,1,1,8,0
CLI00400,Ocasional,Tienda física,Ibagué,Belleza,2023-11-02,2025-01-31,29,4,511265,127816,457,1,2,0.2626,334,1,2,0,10,0
CLI00401,Premium,App móvil,Bogotá,Calzado,2023-02-01,2025-02-03,26,24,9399577,391649,734,2,7,0.9809,126,1,3,0,10,0
CLI00402,Online,E-commerce,Ibagué,Deportes,2023-01-20,2025-02-17,12,12,1448482,120706,760,1,3,0.4737,291,1,2,1,10,0
CLI00403,Regular,Teléfono,Montería,Hogar,2023-04-29,2024-12-23,68,6,1305973,217662,605,1,3,0.2975,253,1,4,0,10,0
CLI00404,Corporativo,App móvil,Montería,Belleza,2023-01-16,2025-02-11,18,18,14133247,785180,758,3,10,0.7124,158,0,4,1,9,0
CLI00405,Regular,Tienda física,Ibagué,Belleza,2023-02-19,2025-01-23,37,10,1943258,194325,705,1,5,0.4255,156,1,4,0,10,0
CLI00406,Online,E-commerce,Ibagué,Tecnología,2023-01-08,2024-12-10,81,8,990959,123869,703,1,3,0.3414,143,1,4,0,5,0
CLI00407,Regular,E-commerce,Cali,Libros,2023-04-26,2025-02-08,21,12,2231349,185945,655,2,6,0.5496,201,1,2,0,10,0
CLI00408,Premium,Teléfono,Bucaramanga,Calzado,2023-01-02,2024-12-03,88,14,5733221,409515,702,1,5,0.5983,149,0,2,1,5,0
CLI00409,Online,E-commerce,Bogotá,Hogar,2023-02-02,2025-01-31,29,14,2535640,181117,730,1,4,0.5753,235,1,3,1,8,0
CLI00410,Premium,Teléfono,Medellín,Tecnología,2023-01-04,2024-12-14,77,17,5868225,345189,711,1,11,0.7173,185,1,4,0,3,0
CLI00411,Regular,App móvil,Bogotá,Libros,2023-02-08,2024-09-04,178,9,1518590,168732,575,0,5,0.4696,221,1,1,0,2,1
CLI00412,Online,Tienda física,Medellín,Libros,2023-01-06,2024-07-23,221,12,1808077,150673,565,0,4,0.6372,152,1,1,0,6,1
CLI00413,Online,Tienda física,Cali,Libros,2023-01-07,2024-07-06,238,10,1323889,132388,547,0,2,0.5484,156,1,4,1,5,1
CLI00414,Ocasional,Teléfono,Medellín,Deportes,2024-02-21,2025-01-07,53,3,224700,74900,322,1,2,0.2795,195,1,2,0,9,0
CLI00415,Ocasional,Teléfono,Medellín,Hogar,2024-03-25,2025-02-23,6,2,238858,119429,336,1,2,0.1786,335,1,2,0,10,0
CLI00416,Regular,Teléfono,Pereira,Deportes,2023-03-08,2025-01-31,29,15,2280360,152024,696,1,6,0.6466,121,0,1,1,8,0
CLI00417,Regular,App móvil,Bucaramanga,Calzado,2023-04-03,2024-12-02,89,17,2975307,175018,610,1,7,0.8361,104,1,4,0,8,0
CLI00418,Regular,Tienda física,Medellín,Hogar,2023-01-17,2025-02-10,19,12,2161186,180098,756,1,7,0.4762,209,0,2,1,9,0
CLI00419,Ocasional,Tienda física,Cúcuta,Libros,2023-11-09,2024-06-08,266,2,148380,74190,213,0,1,0.2817,212,1,2,1,6,1
CLI00420,Ocasional,App móvil,Cúcuta,Deportes,2023-06-22,2023-11-13,474,3,319134,106378,145,0,0,0.6207,125,1,1,0,8,1
CLI00421,Corporativo,Teléfono,Pereira,Deportes,2023-02-12,2025-02-13,16,29,23218299,800631,733,2,9,1.1869,129,0,1,1,8,0
CLI00422,Corporativo,App móvil,Ibagué,Tecnología,2023-02-19,2025-01-11,49,28,20718118,739932,693,2,11,1.2121,159,0,1,0,5,0
CLI00423,Premium,Teléfono,Cartagena,Deportes,2023-02-26,2025-02-07,22,18,6010903,333939,713,4,7,0.7574,235,1,4,1,9,0
CLI00424,Regular,E-commerce,Montería,Calzado,2023-01-15,2024-03-27,339,10,2066818,206681,438,0,1,0.6849,100,1,4,0,5,1
CLI00425,Premium,E-commerce,Cartagena,Libros,2023-02-14,2025-02-17,12,11,3354101,304918,735,1,4,0.449,182,1,3,0,7,0
CLI00426,Ocasional,Teléfono,Cúcuta,Ropa,2023-06-03,2024-12-06,85,6,622059,103676,553,1,2,0.3255,257,0,2,0,6,0
CLI00427,Regular,E-commerce,Cartagena,Hogar,2023-03-19,2024-12-31,60,8,1221917,152739,654,1,2,0.367,274,1,2,0,10,0
CLI00428,Online,E-commerce,Bucaramanga,Ropa,2023-02-01,2025-01-04,56,12,1777113,148092,704,1,6,0.5114,227,1,2,1,10,0
CLI00429,Regular,App móvil,Montería,Belleza,2023-03-30,2025-01-20,40,12,2390510,199209,663,2,6,0.543,153,1,1,0,8,0
CLI00430,Premium,E-commerce,Barranquilla,Tecnología,2023-02-16,2025-02-26,3,13,4506812,346677,742,3,6,0.5256,213,1,1,0,10,0
CLI00431,Regular,Teléfono,Barranquilla,Hogar,2023-04-19,2024-12-23,68,9,1558022,173113,615,1,4,0.439,171,1,1,1,10,0
CLI00432,Corporativo,App móvil,Pereira,Belleza,2023-01-26,2024-03-23,343,20,17138698,856934,423,0,1,1.4184,52,1,3,1,9,1
CLI00433,Ocasional,E-commerce,Montería,Deportes,2023-01-06,2024-12-13,78,5,491247,98249,708,1,2,0.2119,623,1,3,0,9,0
CLI00434,Premium,App móvil,Bucaramanga,Libros,2023-09-26,2024-12-22,69,13,5019995,386153,454,1,7,0.859,92,1,1,0,10,0
CLI00435,Premium,Teléfono,Bogotá,Libros,2023-01-15,2024-12-30,61,14,4266621,304758,716,1,4,0.5866,103,1,2,0,10,0
CLI00436,Ocasional,App móvil,Cartagena,Deportes,2023-08-10,2024-09-20,162,3,369493,123164,408,0,2,0.2206,206,1,1,1,6,1
CLI00437,Premium,App móvil,Montería,Ropa,2023-01-04,2024-12-07,84,12,4468418,372368,704,1,4,0.5114,136,1,3,1,10,0
CLI00438,Corporativo,E-commerce,Ibagué,Tecnología,2023-02-24,2024-12-17,74,22,16911891,768722,663,1,12,0.9955,108,1,4,0,10,0
CLI00439,Ocasional,E-commerce,Montería,Calzado,2023-03-24,2024-01-23,403,4,447060,111765,306,0,0,0.3922,251,0,4,1,8,1
CLI00440,Premium,Teléfono,Medellín,Tecnología,2023-01-21,2024-12-14,77,17,6561979,385998,694,1,8,0.7349,149,1,3,0,8,0
CLI00441,Premium,Tienda física,Bogotá,Calzado,2023-01-10,2025-02-01,28,17,5865880,345051,754,2,6,0.6764,143,1,4,1,8,0
CLI00442,Online,App móvil,Medellín,Calzado,2023-01-16,2025-01-12,48,18,2791617,155089,728,1,8,0.7418,133,1,2,0,10,0
CLI00443,Regular,Teléfono,Cali,Deportes,2023-01-29,2024-01-25,401,10,1384242,138424,362,0,0,0.8287,101,0,4,1,2,1
CLI00444,Regular,Teléfono,Medellín,Hogar,2023-04-13,2024-07-01,243,6,1258094,209682,446,0,1,0.4036,212,1,3,0,5,1
CLI00445,Corporativo,E-commerce,Bucaramanga,Tecnología,2023-02-22,2025-01-01,59,20,16773539,838676,680,1,11,0.8824,147,1,4,0,10,0
CLI00446,Online,E-commerce,Bogotá,Tecnología,2023-03-31,2025-02-25,4,9,1169990,129998,698,1,4,0.3868,201,1,4,0,10,0
CLI00447,Online,E-commerce,Barranquilla,Libros,2023-03-02,2024-01-30,396,8,1276261,159532,335,0,0,0.7164,144,1,3,1,1,1
CLI00448,Ocasional,E-commerce,Barranquilla,Libros,2023-06-14,2025-02-19,10,6,701904,116984,617,1,2,0.2917,261,0,1,1,6,0
CLI00449,Regular,E-commerce,Cartagena,Belleza,2023-02-09,2025-01-10,50,11,2210467,200951,702,1,4,0.4701,160,1,3,0,8,0
CLI00450,Premium,E-commerce,Pereira,Deportes,2023-02-18,2025-01-10,50,20,6355525,317776,693,1,6,0.8658,95,0,1,1,8,0
CLI00451,Corporativo,Tienda física,Cúcuta,Tecnología,2023-01-29,2024-12-29,62,26,18564177,714006,701,1,11,1.1127,102,1,4,1,6,0
CLI00452,Ocasional,App móvil,Cartagena,Deportes,2023-11-10,2025-01-09,51,3,328035,109345,427,1,2,0.2108,341,0,3,1,10,0
CLI00453,Regular,Tienda física,Bogotá,Hogar,2023-02-27,2025-01-16,44,10,1983161,198316,690,1,6,0.4348,179,1,2,0,8,0
CLI00454,Online,Teléfono,Montería,Tecnología,2023-02-01,2025-01-08,52,10,1651063,165106,708,1,1,0.4237,369,1,1,1,10,0
CLI00455,Premium,E-commerce,Pereira,Hogar,2023-04-11,2025-02-04,25,20,5191673,259583,666,2,11,0.9009,124,1,4,0,6,0
CLI00456,Regular,App móvil,Bogotá,Hogar,2023-03-14,2024-12-18,73,12,2039301,169941,646,1,3,0.5573,236,1,4,1,3,0
CLI00457,Premium,App móvil,Barranquilla,Hogar,2023-03-15,2025-02-26,3,19,6591116,346900,715,2,7,0.7972,109,1,2,0,9,0
CLI00458,Regular,Teléfono,Cali,Ropa,2023-02-14,2024-03-15,351,11,2017199,183381,396,0,1,0.8333,77,1,4,1,4,1
CLI00459,Premium,Tienda física,Ibagué,Ropa,2023-01-09,2024-03-15,351,20,7732145,386607,432,0,2,1.3889,67,1,2,0,10,1
CLI00460,Premium,Teléfono,Medellín,Tecnología,2023-01-22,2025-01-14,46,12,4702487,391873,724,1,5,0.4972,175,0,1,0,3,0
CLI00461,Premium,E-commerce,Medellín,Calzado,2023-01-27,2025-02-15,14,29,9235328,318459,751,1,15,1.1585,127,1,4,1,9,0
CLI00462,Ocasional,Teléfono,Cúcuta,Libros,2023-08-17,2025-02-09,20,7,719054,102722,543,1,2,0.3867,233,0,1,1,10,0
CLI00463,Ocasional,App móvil,Bucaramanga,Libros,2024-01-13,2024-12-24,67,3,326392,108797,347,1,2,0.2594,260,1,1,1,2,0
CLI00464,Ocasional,App móvil,Bucaramanga,Hogar,2023-02-01,2024-12-08,83,5,390067,78013,677,1,2,0.2216,434,0,3,0,7,0
CLI00465,Online,App móvil,Bucaramanga,Belleza,2023-03-10,2024-05-31,274,13,2082524,160194,449,0,3,0.8686,76,0,2,0,5,1
CLI00466,Regular,Tienda física,Bogotá,Libros,2023-04-23,2025-02-01,28,8,1739871,217483,651,1,3,0.3687,175,1,3,1,10,0
CLI00467,Regular,Tienda física,Pereira,Calzado,2023-04-04,2025-01-05,55,10,2041455,204145,643,1,5,0.4666,139,1,1,0,10,0
CLI00468,Online,App móvil,Montería,Calzado,2023-02-04,2024-12-16,75,6,995513,165918,682,1,1,0.2639,546,0,2,0,8,0
CLI00469,Regular,E-commerce,Bucaramanga,Libros,2023-06-12,2025-01-28,32,8,1543685,192960,597,1,3,0.402,138,1,1,1,10,0
CLI00470,Online,Teléfono,Montería,Deportes,2023-03-01,2024-02-23,372,11,2028342,184394,360,0,0,0.9167,80,1,4,0,6,1
CLI00471,Premium,Tienda física,Ibagué,Libros,2023-01-07,2024-12-28,63,20,7774479,388723,722,1,8,0.831,161,1,1,1,7,0
CLI00472,Online,App móvil,Barranquilla,Ropa,2023-05-01,2024-12-24,67,15,2259858,150657,604,1,6,0.745,145,0,4,1,9,0
CLI00473,Premium,E-commerce,Cali,Deportes,2023-02-14,2025-02-20,9,12,4857552,404796,738,1,3,0.4878,317,0,4,0,5,0
CLI00474,Online,App móvil,Cúcuta,Belleza,2023-01-25,2025-01-18,42,19,2786766,146671,725,2,7,0.7862,100,1,1,1,9,0
CLI00475,Regular,Tienda física,Montería,Libros,2023-01-19,2024-02-01,394,13,2142601,164815,379,0,0,1.029,147,1,4,1,5,1
CLI00476,Online,Teléfono,Montería,Tecnología,2023-05-26,2025-01-18,42,12,1528301,127358,604,3,4,0.596,140,1,1,0,7,0
CLI00477,Premium,Tienda física,Montería,Hogar,2023-03-14,2025-02-05,24,12,4332685,361057,695,2,9,0.518,212,1,2,1,7,0
CLI00478,Ocasional,E-commerce,Ibagué,Deportes,2023-01-27,2024-04-27,308,6,639400,106566,457,0,2,0.3939,320,1,4,0,3,1
CLI00479,Online,Tienda física,Cúcuta,Ropa,2023-02-13,2024-06-03,271,15,2474333,164955,477,0,4,0.9434,111,0,2,1,10,1
CLI00480,Regular,E-commerce,Bogotá,Tecnología,2023-01-08,2024-07-28,216,8,1456919,182114,568,0,2,0.4225,254,0,4,1,3,1
CLI00481,Ocasional,E-commerce,Ibagué,Libros,2023-11-24,2023-11-24,463,1,98342,98342,1,0,0,1.0,463,1,1,1,5,1
CLI00482,Ocasional,Tienda física,Cali,Belleza,2023-03-08,2025-02-20,9,4,204801,51200,716,1,2,0.1676,311,1,3,0,6,0
CLI00483,Regular,Teléfono,Montería,Ropa,2023-01-28,2024-12-26,65,5,1018118,203623,699,1,1,0.2146,325,0,3,1,8,0
CLI00484,Ocasional,Teléfono,Bogotá,Tecnología,2023-01-06,2024-12-14,77,6,468618,78103,709,1,3,0.2539,325,0,4,0,9,0
CLI00485,Ocasional,Tienda física,Cúcuta,Tecnología,2023-06-26,2024-12-28,63,3,195647,65215,552,1,1,0.163,402,0,3,1,5,0
CLI00486,Online,App móvil,Barranquilla,Ropa,2023-01-16,2025-01-11,49,21,3495920,166472,727,3,10,0.8666,142,0,3,1,8,0
CLI00487,Premium,E-commerce,Cúcuta,Ropa,2023-03-01,2024-12-13,78,10,3363625,336362,654,1,5,0.4587,121,0,2,1,5,0
CLI00488,Regular,Tienda física,Cartagena,Hogar,2023-01-12,2024-10-27,125,16,2763924,172745,655,0,5,0.7328,157,0,4,1,6,1
CLI00489,Online,E-commerce,Cartagena,Tecnología,2023-07-05,2024-12-31,60,13,1835247,141172,546,1,5,0.7143,181,0,1,0,6,0
CLI00490,Online,Tienda física,Bogotá,Hogar,2023-03-02,2024-12-02,89,9,1221837,135759,642,1,5,0.4206,208,1,1,0,9,0
CLI00491,Regular,E-commerce,Medellín,Libros,2023-09-21,2025-01-17,43,8,1685293,210661,485,1,5,0.4948,136,1,4,0,9,0
CLI00492,Ocasional,Tienda física,Bucaramanga,Calzado,2024-08-11,2024-12-16,75,3,297656,99218,128,1,3,0.7031,87,0,3,1,5,0
CLI00493,Regular,Tienda física,Cúcuta,Tecnología,2023-06-04,2024-03-22,344,7,1489649,212807,293,0,2,0.7167,102,1,4,1,5,1
CLI00494,Regular,Tienda física,Cartagena,Belleza,2023-03-04,2025-01-07,53,9,2119239,235471,676,1,2,0.3994,238,0,1,0,7,0
CLI00495,Regular,E-commerce,Ibagué,Ropa,2023-02-05,2025-02-04,25,7,1130393,161484,731,1,4,0.2873,497,0,3,1,8,0
CLI00496,Regular,E-commerce,Cali,Hogar,2023-02-13,2024-12-11,80,16,2959549,184971,668,1,6,0.7186,80,1,3,1,10,0
CLI00497,Ocasional,Tienda física,Barranquilla,Deportes,2023-01-30,2024-12-24,67,4,313377,78344,695,1,1,0.1727,600,0,1,1,6,0
CLI00498,Premium,App móvil,Ibagué,Deportes,2023-02-23,2025-02-03,26,11,4315939,392358,712,1,3,0.4635,193,0,3,1,5,0
CLI00499,Online,E-commerce,Barranquilla,Hogar,2023-08-13,2025-01-01,59,4,451503,112875,508,1,3,0.2362,283,0,2,0,10,0
CLI00500,Online,Tienda física,Cali,Calzado,2023-06-29,2025-01-17,43,11,1733184,157562,569,3,6,0.58,159,1,3,1,2,0
CLI00501,Ocasional,App móvil,Cúcuta,Ropa,2023-01-29,2025-02-03,26,6,563550,93925,737,1,5,0.2442,446,1,1,1,7,0
CLI00502,Regular,App móvil,Cartagena,Belleza,2023-07-02,2024-09-20,162,9,1846259,205139,447,0,4,0.604,92,1,4,0,1,1
CLI00503,Regular,Teléfono,Barranquilla,Tecnología,2023-03-02,2025-02-10,19,9,1639514,182168,712,1,4,0.3792,194,0,2,0,7,0
CLI00504,Corporativo,Teléfono,Montería,Deportes,2023-01-27,2024-07-24,220,26,21233018,816654,545,0,6,1.4312,78,1,1,1,8,1
CLI00505,Ocasional,E-commerce,Montería,Hogar,2023-11-24,2025-01-02,58,2,285310,142655,406,1,1,0.1478,405,0,1,0,8,0
CLI00506,Regular,App móvil,Barranquilla,Deportes,2023-09-22,2024-12-20,71,5,873713,174742,456,1,3,0.3289,165,1,3,1,8,0
CLI00507,Online,App móvil,Medellín,Calzado,2023-03-22,2024-04-24,311,13,1849508,142269,400,0,2,0.975,81,0,1,0,9,1
CLI00508,Corporativo,E-commerce,Barranquilla,Hogar,2023-02-02,2024-10-04,148,30,21212753,707091,611,0,10,1.473,68,1,4,0,4,1
CLI00509,Online,App móvil,Cali,Deportes,2023-03-07,2025-02-18,11,10,1592445,159244,715,1,4,0.4196,192,0,3,0,1,0
CLI00510,Ocasional,Tienda física,Ibagué,Libros,2023-03-26,2023-10-17,501,7,494940,70705,206,0,0,1.0194,76,1,2,1,9,1
CLI00511,Ocasional,Teléfono,Bucaramanga,Ropa,2023-04-14,2025-01-17,43,4,372229,93057,645,1,1,0.186,617,0,1,0,6,0
CLI00512,Regular,Teléfono,Bogotá,Ropa,2023-03-27,2025-02-15,14,12,1776645,148053,692,1,7,0.5202,130,1,4,1,6,0
CLI00513,Online,App móvil,Bucaramanga,Hogar,2023-06-17,2024-03-03,363,7,1264130,180590,261,0,1,0.8046,101,1,1,1,4,1
CLI00514,Online,App móvil,Ibagué,Ropa,2023-02-17,2024-06-16,258,10,1312206,131220,486,0,4,0.6173,106,1,4,1,1,1
CLI00515,Premium,E-commerce,Bucaramanga,Ropa,2023-01-18,2025-02-10,19,24,8941745,372572,755,2,7,0.9536,159,1,4,0,10,0
CLI00516,Premium,Tienda física,Barranquilla,Hogar,2023-02-21,2025-02-05,24,12,4687738,390644,716,1,6,0.5028,148,1,1,0,4,0
CLI00517,Regular,Tienda física,Pereira,Tecnología,2023-09-16,2025-02-15,14,8,1567063,195882,519,1,4,0.4624,212,1,4,1,9,0
CLI00518,Corporativo,E-commerce,Cali,Libros,2023-02-05,2025-02-04,25,22,17027397,773972,731,2,11,0.9029,111,1,1,1,5,0
CLI00519,Online,E-commerce,Bogotá,Belleza,2023-02-16,2025-01-09,51,10,1674100,167410,694,1,6,0.4323,236,1,4,0,10,0
CLI00520,Regular,App móvil,Pereira,Tecnología,2023-02-15,2024-12-24,67,5,908980,181796,679,1,1,0.2209,399,1,1,0,10,0
CLI00521,Ocasional,Tienda física,Bogotá,Hogar,2023-07-10,2024-01-05,421,3,272480,90826,180,0,0,0.5,139,1,1,1,2,1
CLI00522,Regular,App móvil,Cúcuta,Belleza,2023-05-25,2024-09-15,167,9,1589925,176658,480,0,6,0.5625,109,1,2,0,4,1
CLI00523,Online,Teléfono,Cartagena,Tecnología,2024-01-06,2025-01-05,55,8,1192860,149107,366,1,6,0.6557,108,1,4,1,9,0
CLI00524,Corporativo,App móvil,Cali,Belleza,2023-01-26,2025-01-24,36,25,19389536,775581,730,1,9,1.0274,91,0,3,0,9,0
CLI00525,Corporativo,Teléfono,Cartagena,Ropa,2023-01-05,2025-02-20,9,39,32813940,841383,778,6,19,1.5039,76,1,1,0,10,0
CLI00526,Regular,App móvil,Cali,Hogar,2023-01-05,2024-12-08,83,15,3114169,207611,704,1,7,0.6392,162,0,1,0,3,0
CLI00527,Regular,E-commerce,Barranquilla,Deportes,2023-02-10,2024-07-03,241,7,1361283,194469,510,0,5,0.4118,353,1,4,1,6,1
CLI00528,Regular,Tienda física,Cartagena,Hogar,2023-03-25,2024-01-31,395,9,1298519,144279,313,0,0,0.8626,124,1,4,1,4,1
CLI00529,Premium,Teléfono,Montería,Hogar,2023-05-06,2025-01-04,56,14,4472977,319498,610,1,7,0.6885,85,1,4,1,5,0
CLI00530,Online,Teléfono,Cartagena,Hogar,2023-08-06,2024-12-30,61,10,1559608,155960,513,2,5,0.5848,183,1,1,1,2,0
CLI00531,Corporativo,Tienda física,Cartagena,Belleza,2023-01-06,2025-02-13,16,24,16823017,700959,770,1,6,0.9351,166,0,1,0,9,0
CLI00532,Online,E-commerce,Bogotá,Tecnología,2023-03-01,2025-01-26,34,7,777769,111109,698,1,3,0.3009,253,0,4,1,9,0
CLI00533,Online,App móvil,Bucaramanga,Libros,2023-03-13,2025-02-18,11,12,1866442,155536,709,1,4,0.5078,193,0,1,1,9,0
CLI00534,Ocasional,Teléfono,Montería,Tecnología,2024-04-15,2025-01-15,45,3,252373,84124,276,1,3,0.3261,214,0,2,1,3,0
CLI00535,Corporativo,E-commerce,Barranquilla,Calzado,2023-01-17,2025-01-06,54,22,18316842,832583,721,1,12,0.9154,112,0,4,1,10,0
CLI00536,Online,Teléfono,Pereira,Belleza,2023-05-06,2025-02-15,14,13,1653721,127209,652,2,10,0.5982,213,0,1,1,10,0
CLI00537,Corporativo,Teléfono,Ibagué,Tecnología,2023-01-11,2025-02-28,1,27,22173100,821225,780,2,10,1.0385,117,0,3,0,1,0
CLI00538,Regular,Teléfono,Cúcuta,Hogar,2023-01-23,2025-01-08,52,13,2342084,180160,717,1,5,0.5439,125,0,1,0,10,0
CLI00539,Regular,App móvil,Bucaramanga,Hogar,2023-02-24,2025-01-18,42,13,2095686,161206,695,2,4,0.5612,156,0,1,0,7,0
CLI00540,Regular,Teléfono,Medellín,Calzado,2023-02-02,2025-02-04,25,8,1445615,180701,734,1,3,0.327,370,0,4,1,8,0
CLI00541,Online,E-commerce,Cúcuta,Belleza,2023-03-30,2024-09-04,178,18,2660999,147833,525,0,7,1.0286,62,0,1,0,3,1
CLI00542,Ocasional,Teléfono,Cúcuta,Libros,2023-04-13,2025-01-31,29,6,551438,91906,660,1,1,0.2727,351,1,2,1,5,0
CLI00543,Regular,Tienda física,Montería,Tecnología,2023-01-17,2025-02-17,12,14,2204061,157432,763,1,7,0.5505,197,1,2,0,10,0
CLI00544,Ocasional,E-commerce,Cúcuta,Belleza,2023-02-24,2025-01-19,41,2,220416,110208,696,1,1,0.0862,695,0,1,1,1,0
CLI00545,Ocasional,App móvil,Barranquilla,Hogar,2023-02-18,2024-01-27,399,3,277613,92537,344,0,0,0.2616,256,0,1,0,2,1
CLI00546,Regular,Teléfono,Barranquilla,Hogar,2023-04-02,2024-12-05,86,8,1649335,206166,614,1,2,0.3909,187,1,4,1,10,0
CLI00547,Premium,App móvil,Montería,Belleza,2023-01-18,2025-02-09,20,26,8858640,340716,754,2,9,1.0345,114,0,4,1,7,0
CLI00548,Ocasional,E-commerce,Ibagué,Ropa,2023-02-10,2024-01-12,414,4,493236,123309,337,0,0,0.3561,129,1,4,1,2,1
CLI00549,Regular,E-commerce,Bucaramanga,Hogar,2023-01-11,2025-02-01,28,9,1631443,181271,753,1,3,0.3586,219,0,2,0,4,0
CLI00550,Corporativo,Tienda física,Pereira,Libros,2023-01-26,2024-12-30,61,23,19443312,845361,705,1,9,0.9787,80,0,4,1,9,0
CLI00551,Regular,E-commerce,Bogotá,Deportes,2023-02-28,2025-01-12,48,8,1458523,182315,685,1,5,0.3504,376,1,4,1,9,0
CLI00552,Corporativo,Tienda física,Barranquilla,Belleza,2023-02-24,2024-12-15,76,22,18392086,836003,661,1,7,0.9985,116,0,2,0,9,0
CLI00553,Ocasional,Tienda física,Cali,Deportes,2023-05-11,2024-07-27,217,4,310913,77728,444,0,1,0.2703,196,1,2,1,3,1
CLI00554,Ocasional,E-commerce,Bucaramanga,Belleza,2023-09-25,2025-02-24,5,5,334288,66857,519,1,3,0.289,178,1,3,1,10,0
CLI00555,Online,Tienda física,Barranquilla,Ropa,2023-01-05,2024-05-20,285,12,1930452,160871,502,0,2,0.7171,95,1,2,0,5,1
CLI00556,Regular,Teléfono,Medellín,Deportes,2023-01-17,2025-02-01,28,6,805661,134276,747,1,2,0.241,284,1,4,0,5,0
CLI00557,Regular,App móvil,Barranquilla,Belleza,2023-04-03,2024-03-07,359,11,2199007,199909,340,0,2,0.9706,87,1,2,1,2,1
CLI00558,Premium,Teléfono,Medellín,Calzado,2023-04-27,2025-01-04,56,9,2830724,314524,619,1,6,0.4362,156,0,3,0,10,0
CLI00559,Ocasional,Tienda física,Medellín,Ropa,2024-01-20,2025-02-10,19,7,661374,94482,388,1,5,0.5412,127,1,3,0,10,0
CLI00560,Ocasional,App móvil,Ibagué,Tecnología,2023-03-09,2023-12-31,426,4,286093,71523,298,0,0,0.4027,184,0,2,1,7,1
CLI00561,Ocasional,Teléfono,Pereira,Deportes,2023-01-08,2025-02-05,24,5,404291,80858,760,1,1,0.1974,544,1,1,0,9,0
CLI00562,Regular,Teléfono,Cali,Hogar,2023-01-14,2024-08-05,208,9,1728104,192011,570,0,2,0.4737,153,0,4,0,3,1
CLI00563,Regular,Tienda física,Medellín,Belleza,2023-01-01,2025-01-05,55,11,2075125,188647,736,1,3,0.4484,142,1,1,1,3,0
